"","logFC","AveExpr","t","P.Value","adj.P.Val"
"FGG",-5.72280235335468,-2.01849841019279,-16.2086216974461,2.11461151978249e-49,1.42350988198239e-47
"NEK2",5.02567135773883,2.69763689929367,16.1676225339499,3.35149905404636e-49,2.24663567390863e-47
"KCNE2",-6.92374871240275,0.977452457286723,-16.1638666431649,3.49584492017208e-49,2.33354992633503e-47
"CADM3",-4.35721401810517,1.28510132354398,-16.1050180683217,6.7651522474978e-49,4.49698634962333e-47
"BMPER",-3.83789226232706,0.670864778212019,-16.1022173873688,6.98093097281003e-49,4.62108543187638e-47
"PDILT",-9.13233386323158,-2.27524882358445,-16.0665816468231,1.04072388204208e-48,6.86057274439938e-47
"NTRK3",-3.99686697138754,0.476426516828842,-16.0409425141077,1.3868142996994e-48,9.1042639583985e-47
"GPIHBP1",-3.54486094213908,0.0361164784647068,-16.030250723963,1.5631111004797e-48,1.02194016680333e-46
"SLC7A3",-4.44049756334445,-2.81315592275796,-16.0184655428014,1.78344957977706e-48,1.16121571614418e-46
"SST",-6.59808504978244,0.450342118661432,-15.9791405294526,2.7685127656059e-48,1.79523927784412e-46
"ADCYAP1R1",-4.63652602724208,-0.649296514483518,-15.9666458790076,3.18339184406442e-48,2.05587586287201e-46
"CPA2",-7.0079800724502,-0.390059581021348,-15.9629288005959,3.31839158781116e-48,2.13438409536663e-46
"ACADVL",-2.27994713234847,7.87253961295051,-15.954367703499,3.65144803162028e-48,2.33913527735288e-46
"GOLGA8M",-3.47933592307728,-3.32703758562819,-15.9432430191007,4.1345472476914e-48,2.63797398088647e-46
"PRRT2",-2.91646616490506,2.0360855420547,-15.9412448469776,4.22784450200186e-48,2.68671062413214e-46
